doseg_[km],poraba_[kWh/100km],kapaciteta_[kWh],cas_polnjenja[min/100km],pospesek(0-100km/h)_[s],cena_[EUR],drzava,leto,znamka,model,link
305.0,15.8,48.1,14,8.2,41850,Francija,2022,Peugeot,e-208 51 kWh,https://bestev4me.eu/ev-catalog/1836/peugeot-e-208-51-kwh-2022
305.0,17.0,52.0,13,8.7,42500,ZDA,2024,Ford,Explorer Standard Range RWD,https://bestev4me.eu/ev-catalog/2167/ford-explorer-standard-range-rwd-2024
305.0,17.0,52.0,15,6.4,41900,Francija,2024,Alpine,A290 Electric 220 hp,https://bestev4me.eu/ev-catalog/2269/alpine-a290-electric-220-hp-2024
305.0,17.7,54.0,14,8.6,42990,Japonska,2025,Toyota,bZ4X FWD 57.7 kWh,https://bestev4me.eu/ev-catalog/3133/toyota-bz4x-fwd-577-kwh-2025
305.0,16.7,50.8,14,5.6,,Italija,2025,Lancia,Ypsilon 54 kWh HF,https://bestev4me.eu/ev-catalog/3225/lancia-ypsilon-54-kwh-hf-2025
305.0,18.0,55.0,12,8.0,29900,Kitajska,2025,Leapmotor,B10 56.2 kWh,https://bestev4me.eu/ev-catalog/3232/leapmotor-b10-562-kwh-2025
300.0,16.9,50.8,17,7.7,34990,Kitajska,2022,MG,MG4 Electric 51 kWh,https://bestev4me.eu/ev-catalog/1707/mg-mg4-electric-51-kwh-2022
300.0,16.9,50.8,14,9.8,44765,Francija,2023,Peugeot,e-308,https://bestev4me.eu/ev-catalog/1744/peugeot-e-308-2023
300.0,16.9,50.8,14,10.0,45765,Francija,2023,Peugeot,e-308 SW,https://bestev4me.eu/ev-catalog/1745/peugeot-e-308-sw-2023
300.0,16.9,50.8,14,9.0,40540,Francija,2022,DS,DS 3 E-Tense,https://bestev4me.eu/ev-catalog/1791/ds-ds-3-e-tense-2022
300.0,16.9,50.8,14,9.1,40550,Francija,2023,Peugeot,e-2008 54 kWh,https://bestev4me.eu/ev-catalog/1947/peugeot-e-2008-54-kwh-2023
300.0,16.9,50.8,14,5.9,48500,Italija,2024,Alfa Romeo,Junior Elettrica 54 kWh Veloce,https://bestev4me.eu/ev-catalog/2185/alfa-romeo-junior-elettrica-54-kwh-veloce-2024
300.0,15.3,46.0,14,10.6,25400,Južna Koreja,2024,Hyundai,INSTER Long Range,https://bestev4me.eu/ev-catalog/2231/hyundai-inster-long-range-2024
300.0,17.3,52.0,13,9.0,47600,Nemčija,2024,Audi,Q4 Sportback e-tron 35,https://bestev4me.eu/ev-catalog/2249/audi-q4-sportback-e-tron-35-2024
300.0,15.6,46.8,12,8.0,36900,ZDA,2026,Ford,Puma Gen-E,https://bestev4me.eu/ev-catalog/3597/ford-puma-gen-e-2026
295.0,21.9,64.7,13,6.8,71350,Nemčija,2020,Audi,e-tron Sportback 50 quattro,https://bestev4me.eu/ev-catalog/1247/audi-e-tron-sportback-50-quattro-2020
295.0,17.6,52.0,17,9.0,46700,Nemčija,2021,Audi,Q4 Sportback e-tron 35,https://bestev4me.eu/ev-catalog/1290/audi-q4-sportback-e-tron-35-2021
295.0,18.3,54.0,9,8.5,43900,Južna Koreja,2021,Hyundai,IONIQ 5 Standard Range 2WD,https://bestev4me.eu/ev-catalog/1476/hyundai-ioniq-5-standard-range-2wd-2021
295.0,15.7,46.3,14,8.1,36395,Nemčija,2021,Opel,Corsa-e,https://bestev4me.eu/ev-catalog/1585/opel-corsa-e-2021
295.0,21.9,64.7,13,6.8,71350,Nemčija,2021,Audi,e-tron Sportback 50 quattro,https://bestev4me.eu/ev-catalog/1661/audi-e-tron-sportback-50-quattro-2021
295.0,16.4,48.4,22,8.8,41990,Južna Koreja,2023,Hyundai,Kona Electric 48 kWh,https://bestev4me.eu/ev-catalog/1829/hyundai-kona-electric-48-kwh-2023
295.0,15.7,46.3,14,9.0,35975,Francija,2023,Peugeot,e-208 50 kWh,https://bestev4me.eu/ev-catalog/1948/peugeot-e-208-50-kwh-2023
295.0,15.7,46.3,14,9.0,36525,Francija,2025,Peugeot,e-208 50 kWh,https://bestev4me.eu/ev-catalog/3222/peugeot-e-208-50-kwh-2025
295.0,16.9,50.0,16,7.2,34295,Turčija,2025,TOGG,T10F Standard Range RWD,https://bestev4me.eu/ev-catalog/3304/togg-t10f-standard-range-rwd-2025
295.0,16.5,48.6,22,9.9,38340,Južna Koreja,2026,Hyundai,Kona Electric 48.6 kWh,https://bestev4me.eu/ev-catalog/3462/hyundai-kona-electric-486-kwh-2026
295.0,17.1,50.5,23,7.8,28490,Kitajska,2025,JAC,E30X 51.5 kWh,https://bestev4me.eu/ev-catalog/3641/jac-e30x-515-kwh-2025
295.0,17.6,52.0,11,8.6,29400,Kitajska,2026,Leapmotor,B03X 53.0 kWh,https://bestev4me.eu/ev-catalog/3666/leapmotor-b03x-530-kwh-2026
290.0,16.8,48.8,19,7.7,,Kitajska,2020,MG,MG5 EV,https://bestev4me.eu/ev-catalog/1313/mg-mg5-ev-2020
290.0,18.6,54.0,9,6.1,45900,Južna Koreja,2021,Hyundai,IONIQ 5 Standard Range AWD,https://bestev4me.eu/ev-catalog/1477/hyundai-ioniq-5-standard-range-awd-2021
290.0,16.0,46.3,14,9.7,34875,Francija,2021,Citroen,ë-C4,https://bestev4me.eu/ev-catalog/1587/citroen-e-c4-2021
290.0,19.3,56.0,19,8.5,42490,Južna Koreja,2022,SsangYong,Korando e-Motion,https://bestev4me.eu/ev-catalog/1589/ssangyong-korando-e-motion-2022
290.0,16.0,46.3,14,8.7,34650,Nemčija,2023,Opel,Corsa Electric 50 kWh,https://bestev4me.eu/ev-catalog/1941/opel-corsa-electric-50-kwh-2023
290.0,17.5,50.8,14,9.0,44720,Nemčija,2023,Opel,Mokka-e 54 kWh,https://bestev4me.eu/ev-catalog/2051/opel-mokka-e-54-kwh-2023
290.0,17.0,49.2,15,7.1,39550,Združeno kraljestvo,2024,Mini,Aceman SE,https://bestev4me.eu/ev-catalog/2191/mini-aceman-se-2024
290.0,16.0,46.3,14,9.9,32600,Francija,2024,Citroen,ë-C4 X,https://bestev4me.eu/ev-catalog/3049/citroen-e-c4-x-2024
290.0,17.0,49.2,15,5.9,40650,Združeno kraljestvo,2024,Mini,Cooper JCW,https://bestev4me.eu/ev-catalog/3058/mini-cooper-jcw-2024
290.0,16.0,46.3,14,8.7,29990,Nemčija,2025,Opel,Corsa Electric 50 kWh,https://bestev4me.eu/ev-catalog/3220/opel-corsa-electric-50-kwh-2025
290.0,18.4,53.5,18,13.0,30690,Francija,2025,Citroen,ë-C3 Aircross Extended Range 54 kWh,https://bestev4me.eu/ev-catalog/3228/citroen-e-c3-aircross-extended-range-54-kwh-2025
290.0,18.4,53.5,18,13.0,31190,Nemčija,2025,Opel,Frontera Electric 54 kWh,https://bestev4me.eu/ev-catalog/3229/opel-frontera-electric-54-kwh-2025
285.0,21.8,62.0,15,6.2,89100,ZDA,2016,Tesla,Model X 60D,https://bestev4me.eu/ev-catalog/1074/tesla-model-x-60d-2016
285.0,18.2,52.0,17,9.0,44700,Nemčija,2021,Audi,Q4 e-tron 35,https://bestev4me.eu/ev-catalog/1179/audi-q4-e-tron-35-2021
285.0,16.2,46.3,15,8.1,29900,Nemčija,2020,Opel,Corsa-e,https://bestev4me.eu/ev-catalog/1192/opel-corsa-e-2020
285.0,18.2,52.0,17,9.0,39955,Nemčija,2021,Volkswagen,ID.4 Pure Performance,https://bestev4me.eu/ev-catalog/1411/volkswagen-id4-pure-performance-2021
285.0,18.2,52.0,17,10.9,36950,Nemčija,2021,Volkswagen,ID.4 Pure,https://bestev4me.eu/ev-catalog/1489/volkswagen-id4-pure-2021
285.0,16.2,46.3,15,9.0,39100,Francija,2021,Peugeot,e-208,https://bestev4me.eu/ev-catalog/1583/peugeot-e-208-2021
285.0,16.2,46.3,15,9.7,35275,Francija,2022,Citroen,ë-C4 X,https://bestev4me.eu/ev-catalog/1706/citroen-e-c4-x-2022
285.0,18.2,52.0,14,9.0,40335,Nemčija,2023,Volkswagen,ID.4 Pure,https://bestev4me.eu/ev-catalog/2027/volkswagen-id4-pure-2023
285.0,18.2,52.0,14,9.0,45600,Nemčija,2024,Audi,Q4 e-tron 35,https://bestev4me.eu/ev-catalog/2248/audi-q4-e-tron-35-2024
285.0,16.2,46.3,15,9.9,31900,Francija,2024,Citroen,ë-C4,https://bestev4me.eu/ev-catalog/3047/citroen-e-c4-2024
285.0,17.8,50.8,15,9.0,36740,Nemčija,2024,Opel,Mokka Electric,https://bestev4me.eu/ev-catalog/3051/opel-mokka-electric-2024
285.0,18.2,52.0,14,9.0,40335,Nemčija,2025,Volkswagen,ID.4 Pure,https://bestev4me.eu/ev-catalog/3249/volkswagen-id4-pure-2025
280.0,23.1,64.7,13,6.8,69100,Nemčija,2019,Audi,e-tron 50 quattro,https://bestev4me.eu/ev-catalog/1209/audi-e-tron-50-quattro-2019
280.0,16.5,46.3,15,9.7,34640,Francija,2020,Citroen,ë-C4,https://bestev4me.eu/ev-catalog/1286/citroen-e-c4-2020
280.0,23.1,64.7,13,6.8,69100,Nemčija,2021,Audi,e-tron 50 quattro,https://bestev4me.eu/ev-catalog/1660/audi-e-tron-50-quattro-2021
280.0,18.1,50.8,15,6.2,41990,Italija,2024,Abarth,600e Turismo,https://bestev4me.eu/ev-catalog/3056/abarth-600e-turismo-2024
280.0,18.1,50.8,15,5.9,48990,Italija,2024,Abarth,600e Scorpionissima,https://bestev4me.eu/ev-catalog/3057/abarth-600e-scorpionissima-2024
280.0,17.6,49.2,15,6.4,43150,Združeno kraljestvo,2024,Mini,Aceman JCW,https://bestev4me.eu/ev-catalog/3059/mini-aceman-jcw-2024
280.0,15.6,43.6,12,8.0,36900,ZDA,2024,Ford,Puma Gen-E,https://bestev4me.eu/ev-catalog/3073/ford-puma-gen-e-2024
280.0,18.1,50.8,15,5.9,47300,Nemčija,2025,Opel,Mokka Electric GSE,https://bestev4me.eu/ev-catalog/3307/opel-mokka-electric-gse-2025
280.0,18.1,50.8,15,5.9,45990,Italija,2026,Abarth,600e Competizione,https://bestev4me.eu/ev-catalog/3514/abarth-600e-competizione-2026
275.0,16.4,45.0,24,8.9,31960,Nemčija,2021,Volkswagen,ID.3 Pure Performance,https://bestev4me.eu/ev-catalog/1127/volkswagen-id3-pure-performance-2021
275.0,16.4,45.0,24,8.9,31960,Nemčija,2021,Volkswagen,ID.3 Pure Performance,https://bestev4me.eu/ev-catalog/1530/volkswagen-id3-pure-performance-2021
275.0,17.8,49.0,15,5.7,39790,Švedska,2023,Volvo,EX30 Single Motor,https://bestev4me.eu/ev-catalog/1909/volvo-ex30-single-motor-2023
275.0,17.1,47.1,14,8.0,37990,Kitajska,2025,MG,MGS5 EV 49 kWh,https://bestev4me.eu/ev-catalog/3146/mg-mgs5-ev-49-kwh-2025
275.0,17.8,49.0,15,8.6,34990,Švedska,2026,Volvo,EX30 P3,https://bestev4me.eu/ev-catalog/3477/volvo-ex30-p3-2026
275.0,17.8,49.0,15,5.7,36990,Švedska,2026,Volvo,EX30 P5,https://bestev4me.eu/ev-catalog/3478/volvo-ex30-p5-2026
275.0,18.6,51.1,20,7.9,,Kitajska,2025,BYD,ATTO 2 51.1 kWh,https://bestev4me.eu/ev-catalog/3494/byd-atto-2-511-kwh-2025
275.0,21.1,58.0,15,10.7,52271,Nemčija,2026,Volkswagen,ID. Buzz NWB Pure,https://bestev4me.eu/ev-catalog/3630/volkswagen-id-buzz-nwb-pure-2026
270.0,17.1,46.3,15,8.1,30450,Francija,2020,Peugeot,e-208,https://bestev4me.eu/ev-catalog/1168/peugeot-e-208-2020
270.0,17.1,46.3,15,8.5,37900,Francija,2021,Peugeot,e-2008,https://bestev4me.eu/ev-catalog/1584/peugeot-e-2008-2021
270.0,17.1,46.3,15,9.9,39000,Francija,2023,Peugeot,e-2008 50 kWh,https://bestev4me.eu/ev-catalog/1946/peugeot-e-2008-50-kwh-2023
270.0,16.0,43.2,18,12.1,26990,Kitajska,2025,BYD,DOLPHIN SURF 43.2 kWh Boost,https://bestev4me.eu/ev-catalog/3194/byd-dolphin-surf-432-kwh-boost-2025
270.0,17.7,47.8,25,9.6,31990,Japonska,2025,Toyota,Urban Cruiser 48.8 kWh,https://bestev4me.eu/ev-catalog/3208/toyota-urban-cruiser-488-kwh-2025
270.0,17.7,47.8,25,9.6,29990,Japonska,2025,Suzuki,e VITARA 49 kWh 2WD,https://bestev4me.eu/ev-catalog/3211/suzuki-e-vitara-49-kwh-2wd-2025
270.0,26.3,71.0,17,9.0,61702,ZDA,2025,Ford,e-Tourneo Custom L1 160 kW RWD,https://bestev4me.eu/ev-catalog/3420/ford-e-tourneo-custom-l1-160-kw-rwd-2025
270.0,26.3,71.0,17,9.0,62654,ZDA,2025,Ford,e-Tourneo Custom L2 160 kW RWD,https://bestev4me.eu/ev-catalog/3424/ford-e-tourneo-custom-l2-160-kw-rwd-2025
265.0,26.0,69.0,23,13.3,59640,Francija,2021,Citroen,ë-SpaceTourer M 75 kWh,https://bestev4me.eu/ev-catalog/1343/citroen-e-spacetourer-m-75-kwh-2021
265.0,26.0,69.0,23,13.3,60430,Francija,2021,Citroen,ë-SpaceTourer XL 75 kWh,https://bestev4me.eu/ev-catalog/1344/citroen-e-spacetourer-xl-75-kwh-2021
265.0,26.0,69.0,23,13.3,69250,Nemčija,2021,Opel,Zafira-e Life M 75 kWh,https://bestev4me.eu/ev-catalog/1348/opel-zafira-e-life-m-75-kwh-2021
265.0,26.0,69.0,23,13.3,70075,Nemčija,2021,Opel,Zafira-e Life L 75 kWh,https://bestev4me.eu/ev-catalog/1349/opel-zafira-e-life-l-75-kwh-2021
265.0,26.0,69.0,23,14.3,59640,Francija,2021,Peugeot,e-Traveller Standard 75 kWh,https://bestev4me.eu/ev-catalog/1353/peugeot-e-traveller-standard-75-kwh-2021
265.0,26.0,69.0,23,14.3,60430,Francija,2021,Peugeot,e-Traveller Long 75 kWh,https://bestev4me.eu/ev-catalog/1354/peugeot-e-traveller-long-75-kwh-2021
265.0,26.0,69.0,23,13.1,64530,Japonska,2021,Toyota,Proace Verso M 75 kWh,https://bestev4me.eu/ev-catalog/1514/toyota-proace-verso-m-75-kwh-2021
265.0,26.0,69.0,23,13.1,65385,Japonska,2021,Toyota,Proace Verso L 75 kWh,https://bestev4me.eu/ev-catalog/1515/toyota-proace-verso-l-75-kwh-2021
265.0,18.5,49.0,24,8.6,33990,Kitajska,2021,MG,ZS EV Standard Range,https://bestev4me.eu/ev-catalog/1540/mg-zs-ev-standard-range-2021
265.0,17.5,46.3,16,8.7,39440,Francija,2021,DS,DS 3 Crossback E-Tense,https://bestev4me.eu/ev-catalog/1582/ds-ds-3-crossback-e-tense-2021
265.0,26.0,69.0,23,13.3,57940,Francija,2020,Citroen,ë-Jumpy Combi M 75 kWh,https://bestev4me.eu/ev-catalog/1597/citroen-e-jumpy-combi-m-75-kwh-2020
265.0,26.0,69.0,23,13.3,58730,Francija,2020,Citroen,ë-Jumpy Combi XL 75 kWh,https://bestev4me.eu/ev-catalog/1598/citroen-e-jumpy-combi-xl-75-kwh-2020
265.0,26.0,69.0,23,13.3,56942,Nemčija,2020,Opel,Vivaro-e Combi M 75 kWh,https://bestev4me.eu/ev-catalog/1602/opel-vivaro-e-combi-m-75-kwh-2020
265.0,26.0,69.0,23,13.3,57775,Nemčija,2020,Opel,Vivaro-e Combi L 75 kWh,https://bestev4me.eu/ev-catalog/1603/opel-vivaro-e-combi-l-75-kwh-2020
265.0,26.0,69.0,23,14.3,57940,Francija,2021,Peugeot,e-Expert Combi Standard 75 kWh,https://bestev4me.eu/ev-catalog/1607/peugeot-e-expert-combi-standard-75-kwh-2021
265.0,26.0,69.0,23,14.3,58730,Francija,2021,Peugeot,e-Expert Combi Long 75 kWh,https://bestev4me.eu/ev-catalog/1608/peugeot-e-expert-combi-long-75-kwh-2021
265.0,26.0,69.0,23,13.1,,Japonska,2021,Toyota,Proace Shuttle M 75 kWh,https://bestev4me.eu/ev-catalog/1611/toyota-proace-shuttle-m-75-kwh-2021
265.0,26.0,69.0,23,13.1,,Japonska,2021,Toyota,Proace Shuttle L 75 kWh,https://bestev4me.eu/ev-catalog/1612/toyota-proace-shuttle-l-75-kwh-2021
265.0,17.4,46.0,22,7.7,35490,Kitajska,2022,MG,MG5 Electric Standard Range,https://bestev4me.eu/ev-catalog/1646/mg-mg5-electric-standard-range-2022
265.0,26.0,69.0,23,13.3,61990,Italija,2022,Fiat,E-Ulysse L2 75 kWh,https://bestev4me.eu/ev-catalog/1722/fiat-e-ulysse-l2-75-kwh-2022
265.0,26.0,69.0,23,13.3,62990,Italija,2022,Fiat,E-Ulysse L3 75 kWh,https://bestev4me.eu/ev-catalog/1724/fiat-e-ulysse-l3-75-kwh-2022
265.0,16.9,44.9,23,12.3,,Kitajska,2023,BYD,DOLPHIN 44.9 kWh Active,https://bestev4me.eu/ev-catalog/1917/byd-dolphin-449-kwh-active-2023
265.0,16.9,44.9,23,8.0,,Kitajska,2023,BYD,DOLPHIN 44.9 kWh Boost,https://bestev4me.eu/ev-catalog/1918/byd-dolphin-449-kwh-boost-2023
355.0,17.5,62.0,13,5.8,43490,Nemčija,2024,Smart,#3 Pro,https://bestev4me.eu/ev-catalog/2052/smart-3-pro-2024
265.0,26.0,69.0,23,14.2,52230,Francija,2024,Citroen,ë-SpaceTourer M 75 kWh,https://bestev4me.eu/ev-catalog/2254/citroen-e-spacetourer-m-75-kwh-2024
265.0,26.0,69.0,23,14.2,53230,Francija,2024,Citroen,ë-SpaceTourer XL 75 kWh,https://bestev4me.eu/ev-catalog/2255/citroen-e-spacetourer-xl-75-kwh-2024
265.0,26.0,69.0,23,14.2,52230,Francija,2024,Peugeot,e-Traveller L2 75 kWh,https://bestev4me.eu/ev-catalog/2258/peugeot-e-traveller-l2-75-kwh-2024
265.0,26.0,69.0,23,14.2,53230,Francija,2024,Peugeot,e-Traveller L3 75 kWh,https://bestev4me.eu/ev-catalog/2259/peugeot-e-traveller-l3-75-kwh-2024
265.0,26.0,69.0,23,14.2,53550,Nemčija,2024,Opel,Zafira Electric 75 kWh,https://bestev4me.eu/ev-catalog/2262/opel-zafira-electric-75-kwh-2024
265.0,26.0,69.0,23,14.2,54550,Nemčija,2024,Opel,Zafira Electric XL 75 kWh,https://bestev4me.eu/ev-catalog/2263/opel-zafira-electric-xl-75-kwh-2024
265.0,26.0,69.0,23,13.3,,Japonska,2024,Toyota,Proace Verso M 75 kWh,https://bestev4me.eu/ev-catalog/2266/toyota-proace-verso-m-75-kwh-2024
265.0,26.0,69.0,23,13.3,58195,Japonska,2024,Toyota,Proace Verso L 75 kWh,https://bestev4me.eu/ev-catalog/2267/toyota-proace-verso-l-75-kwh-2024
265.0,22.3,59.0,14,10.7,49998,Nemčija,2024,Volkswagen,ID. Buzz NWB Pure,https://bestev4me.eu/ev-catalog/3119/volkswagen-id-buzz-nwb-pure-2024
265.0,16.3,43.2,18,9.1,30990,Kitajska,2025,BYD,DOLPHIN SURF 43.2 kWh Comfort,https://bestev4me.eu/ev-catalog/3195/byd-dolphin-surf-432-kwh-comfort-2025
265.0,18.9,50.0,18,7.4,34295,Turčija,2025,TOGG,T10X Standard Range RWD,https://bestev4me.eu/ev-catalog/3301/togg-t10x-standard-range-rwd-2025
265.0,26.8,71.0,17,9.0,71698,ZDA,2025,Ford,e-Tourneo Custom L1 160 kW AWD,https://bestev4me.eu/ev-catalog/3421/ford-e-tourneo-custom-l1-160-kw-awd-2025
265.0,15.5,41.0,17,9.0,27000,Južna Koreja,2026,Hyundai,IONIQ 3 42.2 kWh,https://bestev4me.eu/ev-catalog/3554/hyundai-ioniq-3-422-kwh-2026
260.0,18.1,47.0,20,9.0,29900,Nemčija,2023,Sono,Sion,https://bestev4me.eu/ev-catalog/1152/sono-sion-2023
260.0,17.8,46.3,16,8.5,35450,Francija,2020,Peugeot,e-2008,https://bestev4me.eu/ev-catalog/1206/peugeot-e-2008-2020
260.0,15.4,40.0,20,10.0,42000,Francija,2022,Renault,Megane E-Tech EV40 130hp,https://bestev4me.eu/ev-catalog/1536/renault-megane-e-tech-ev40-130hp-2022
260.0,17.8,46.3,16,9.2,40650,Nemčija,2021,Opel,Mokka-e 50 kWh,https://bestev4me.eu/ev-catalog/1586/opel-mokka-e-50-kwh-2021
260.0,17.5,45.4,25,8.3,38990,Kitajska,2022,ORA,Funky Cat 48 kWh,https://bestev4me.eu/ev-catalog/1781/ora-funky-cat-48-kwh-2022
260.0,19.6,51.0,25,8.9,,Kitajska,2021,Seres,3,https://bestev4me.eu/ev-catalog/1804/seres-3-2021
260.0,17.5,45.4,25,8.3,26990,Kitajska,2024,GWM,ORA 03 48 kWh,https://bestev4me.eu/ev-catalog/2091/gwm-ora-03-48-kwh-2024
260.0,15.4,40.0,104,12.0,,Francija,2025,Renault,5 E-Tech 40kWh 95hp,https://bestev4me.eu/ev-catalog/2133/renault-5-e-tech-40kwh-95hp-2025
260.0,15.4,40.0,18,9.0,27900,Francija,2024,Renault,5 E-Tech 40kWh 120hp,https://bestev4me.eu/ev-catalog/2134/renault-5-e-tech-40kwh-120hp-2024
260.0,16.8,43.8,18,11.0,24990,Italija,2024,Fiat,Grande Panda,https://bestev4me.eu/ev-catalog/2251/fiat-grande-panda-2024
260.0,18.1,47.0,18,5.9,38950,Kitajska,2025,Zeekr,X Core RWD,https://bestev4me.eu/ev-catalog/3197/zeekr-x-core-rwd-2025
260.0,15.4,40.0,18,9.0,27990,Japonska,2025,Nissan,Micra Standard Range 40 kWh,https://bestev4me.eu/ev-catalog/3202/nissan-micra-standard-range-40-kwh-2025
260.0,27.3,71.0,17,9.0,72650,ZDA,2025,Ford,e-Tourneo Custom L2 160 kW AWD,https://bestev4me.eu/ev-catalog/3425/ford-e-tourneo-custom-l2-160-kw-awd-2025
260.0,18.1,47.0,18,5.9,37990,Kitajska,2026,Zeekr,X Core RWD,https://bestev4me.eu/ev-catalog/3584/zeekr-x-core-rwd-2026
255.0,16.1,41.0,55,13.5,33200,Francija,2017,Renault,Zoe R90,https://bestev4me.eu/ev-catalog/1077/renault-zoe-r90-2017
255.0,18.2,46.3,16,8.7,38690,Francija,2020,DS,DS 3 Crossback E-Tense,https://bestev4me.eu/ev-catalog/1148/ds-ds-3-crossback-e-tense-2020
255.0,16.1,41.0,55,13.2,34100,Francija,2018,Renault,Zoe R90,https://bestev4me.eu/ev-catalog/1150/renault-zoe-r90-2018
255.0,16.1,41.0,27,11.4,29990,Francija,2019,Renault,Zoe ZE40 R110,https://bestev4me.eu/ev-catalog/1236/renault-zoe-ze40-r110-2019
255.0,18.2,46.3,16,9.0,34110,Nemčija,2021,Opel,Mokka-e,https://bestev4me.eu/ev-catalog/1278/opel-mokka-e-2021
255.0,19.6,50.0,15,8.9,,Kitajska,2020,Seres,3,https://bestev4me.eu/ev-catalog/1357/seres-3-2020
255.0,17.2,43.8,18,11.5,23300,Francija,2024,Citroen,ë-C3 Standard Range 44 kWh,https://bestev4me.eu/ev-catalog/2039/citroen-e-c3-standard-range-44-kwh-2024
255.0,15.3,39.0,17,11.7,23900,Južna Koreja,2024,Hyundai,INSTER Standard Range,https://bestev4me.eu/ev-catalog/2230/hyundai-inster-standard-range-2024
255.0,15.7,40.0,20,12.5,,Kitajska,2024,Dongfeng,Box 42.3 kWh,https://bestev4me.eu/ev-catalog/3036/dongfeng-box-423-kwh-2024
255.0,25.0,63.8,22,12.8,62719,Nemčija,2025,Volkswagen,e-Transporter Kombi L1 100 kW 64 kWh,https://bestev4me.eu/ev-catalog/3309/volkswagen-e-transporter-kombi-l1-100-kw-64-kwh-2025
255.0,25.0,63.8,22,8.6,64867,Nemčija,2025,Volkswagen,e-Transporter Kombi L1 160 kW 64 kWh,https://bestev4me.eu/ev-catalog/3310/volkswagen-e-transporter-kombi-l1-160-kw-64-kwh-2025
255.0,25.0,63.8,22,7.4,66908,Nemčija,2025,Volkswagen,e-Transporter Kombi L1 210 kW 64 kWh,https://bestev4me.eu/ev-catalog/3311/volkswagen-e-transporter-kombi-l1-210-kw-64-kwh-2025
255.0,27.8,71.0,18,8.0,,ZDA,2025,Ford,e-Tourneo Custom L1 210 kW RWD,https://bestev4me.eu/ev-catalog/3422/ford-e-tourneo-custom-l1-210-kw-rwd-2025
255.0,27.8,71.0,18,7.0,77707,ZDA,2025,Ford,e-Tourneo Custom L1 210 kW AWD,https://bestev4me.eu/ev-catalog/3423/ford-e-tourneo-custom-l1-210-kw-awd-2025
255.0,27.8,71.0,18,8.0,,ZDA,2025,Ford,e-Tourneo Custom L2 210 kW RWD,https://bestev4me.eu/ev-catalog/3426/ford-e-tourneo-custom-l2-210-kw-rwd-2025
255.0,16.4,41.9,16,9.6,24990,Kitajska,2026,MG,MG4 Urban Standard Range,https://bestev4me.eu/ev-catalog/3470/mg-mg4-urban-standard-range-2026
250.0,16.4,41.0,55,11.4,35900,Francija,2018,Renault,Zoe R110,https://bestev4me.eu/ev-catalog/1128/renault-zoe-r110-2018
250.0,15.3,38.3,32,9.7,35350,Južna Koreja,2019,Hyundai,IONIQ Electric,https://bestev4me.eu/ev-catalog/1165/hyundai-ioniq-electric-2019
250.0,14.6,36.6,16,7.3,32900,Združeno kraljestvo,2023,Mini,Cooper E,https://bestev4me.eu/ev-catalog/1997/mini-cooper-e-2023
335.0,18.5,62.0,14,6.7,42490,Nemčija,2023,Smart,#1 Pro,https://bestev4me.eu/ev-catalog/2041/smart-1-pro-2023
335.0,18.5,62.0,14,6.7,39990,Nemčija,2024,Smart,#1 Pure,https://bestev4me.eu/ev-catalog/2217/smart-1-pure-2024
250.0,25.5,63.8,23,12.8,63725,Nemčija,2025,Volkswagen,e-Transporter Kombi L2 100 kW 64 kWh,https://bestev4me.eu/ev-catalog/3312/volkswagen-e-transporter-kombi-l2-100-kw-64-kwh-2025
250.0,25.5,63.8,23,8.6,65872,Nemčija,2025,Volkswagen,e-Transporter Kombi L2 160 kW 64 kWh,https://bestev4me.eu/ev-catalog/3313/volkswagen-e-transporter-kombi-l2-160-kw-64-kwh-2025
250.0,25.5,63.8,23,7.4,67913,Nemčija,2025,Volkswagen,e-Transporter Kombi L2 210 kW 64 kWh,https://bestev4me.eu/ev-catalog/3314/volkswagen-e-transporter-kombi-l2-210-kw-64-kwh-2025
250.0,28.4,71.0,18,7.0,78659,ZDA,2025,Ford,e-Tourneo Custom L2 210 kW AWD,https://bestev4me.eu/ev-catalog/3427/ford-e-tourneo-custom-l2-210-kw-awd-2025
245.0,16.7,41.0,34,13.5,,Francija,2017,Renault,Zoe Q90,https://bestev4me.eu/ev-catalog/1078/renault-zoe-q90-2017
245.0,16.0,39.2,29,9.7,34600,Južna Koreja,2018,Hyundai,Kona Electric 39 kWh,https://bestev4me.eu/ev-catalog/1129/hyundai-kona-electric-39-kwh-2018
245.0,16.7,41.0,34,13.5,,Francija,2018,Renault,Zoe Q90,https://bestev4me.eu/ev-catalog/1131/renault-zoe-q90-2018
245.0,16.0,39.2,29,9.9,34850,Južna Koreja,2019,Hyundai,Kona Electric 39 kWh,https://bestev4me.eu/ev-catalog/1239/hyundai-kona-electric-39-kwh-2019
245.0,16.0,39.2,29,9.9,36400,Južna Koreja,2021,Hyundai,Kona Electric 39 kWh,https://bestev4me.eu/ev-catalog/1422/hyundai-kona-electric-39-kwh-2021
245.0,18.4,45.1,24,7.9,31990,Kitajska,2025,BYD,ATTO 2 45.12 kWh,https://bestev4me.eu/ev-catalog/3125/byd-atto-2-4512-kwh-2025
245.0,16.3,40.0,19,9.2,29400,Francija,2025,Renault,4 E-Tech 40kWh 120hp,https://bestev4me.eu/ev-catalog/3126/renault-4-e-tech-40kwh-120hp-2025
